incident_num,shooting_date,district,shooting_type_v2,victim_gender,victim_race,victim_ethnicity_NIBRS,multi_victim
202039907,2020-06-08 15:40:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202040314,2020-06-09 23:59:00+00,D4,Non-Fatal,Male,Unknown,Unknown,f
202040541,2020-06-10 22:03:00+00,B3,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,t
202040541,2020-06-10 22:03:00+00,B3,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,t
202041368,2020-06-13 15:58:00+00,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202041454,2020-06-13 22:33:00+00,D4,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202041438,2020-06-13 21:59:00+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202041325,2020-06-13 13:54:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202041211,2020-06-13 01:54:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202041944,2020-06-15 22:02:00+00,E5,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202042670,2020-06-18 15:17:00+00,B2,Non-Fatal,Male,White,Hispanic or Latinx,f
202042673,2020-06-18 15:07:00+00,D4,Non-Fatal,Male,White,Not Hispanic or Latinx,f
202043039,2020-06-19 22:39:00+00,A7,Non-Fatal,Male,Unknown,Unknown,f
202043886,2020-06-23 02:33:00+00,A7,Non-Fatal,Male,White,Hispanic or Latinx,f
202043876,2020-06-23 01:51:00+00,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202044494,2020-06-24 22:53:00+00,A7,Non-Fatal,Male,Black or African American,Hispanic or Latinx,t
202044494,2020-06-24 10:53:00+00,A7,Non-Fatal,Male,Black or African American,Hispanic or Latinx,t
202045473,2020-06-28 16:09:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202044982,2020-06-26 17:45:00+00,E18,Non-Fatal,Male,Unknown,Unknown,f
202045752,2020-06-29 18:35:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202045639,2020-06-29 12:09:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202046020,2020-06-30 19:30:00+00,B2,Fatal,Male,Black or African American,Hispanic or Latinx,t
202046020,2020-06-30 19:30:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
202046020,2020-06-30 19:30:00+00,B2,Non-Fatal,Male,Black or African American,Hispanic or Latinx,t
202046079,2020-07-01 00:23:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202046053,2020-06-30 21:32:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202046372,2020-07-01 22:16:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202046395,2020-07-02 00:19:00+00,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202046393,2020-07-02 00:05:00+00,E18,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202046657,2020-07-02 22:01:00+00,B2,Fatal,Male,White,Hispanic or Latinx,t
202046657,2020-07-02 22:01:00+00,B2,Non-Fatal,Male,White,Hispanic or Latinx,t
202046657,2020-07-02 22:01:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
202047204,2020-07-05 03:10:00+00,C11,Fatal,Female,Black or African American,Not Hispanic or Latinx,f
202046620,2020-07-02 20:14:00+00,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202046959,2020-07-04 00:17:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202047186,2020-07-05 00:17:00+00,D4,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202047188,2020-07-05 01:28:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202047194,2020-07-05 02:09:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202046946,2020-07-03 23:03:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202047141,2020-07-04 21:28:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
202047141,2020-07-04 21:28:00+00,B2,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,t
202048558,2020-07-10 00:07:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
202048558,2020-07-10 11:58:06+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
202048537,2020-07-09 21:09:00+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
202048537,2020-07-09 21:09:00+00,C11,Non-Fatal,Male,Black or African American,Hispanic or Latinx,t
202048544,2020-07-09 21:31:00+00,E13,Non-Fatal,Male,White,Hispanic or Latinx,f
202048412,2020-07-09 13:06:00+00,C6,Non-Fatal,Male,Black or African American,Hispanic or Latinx,f
202049124,2020-07-12 01:58:00+00,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202049078,2020-07-12 00:49:00+00,B2,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202049318,2020-07-13 04:44:00+00,B2,Non-Fatal,Male,White,Hispanic or Latinx,f
202049270,2020-07-12 22:04:00+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202049500,2020-07-13 18:11:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202049803,2020-07-14 21:14:00+00,B2,Fatal,Male,White,Not Hispanic or Latinx,f
202051124,2020-07-19 23:18:00+00,B2,Non-Fatal,Male,Unknown,Unknown,f
202051043,2020-07-19 16:42:00+00,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,t
202051043,2020-07-19 16:42:00+00,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,t
202050678,2020-07-18 02:10:00+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202050662,2020-07-17 23:46:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202051404,2020-07-21 01:25:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202051655,2020-07-21 20:52:00+00,C11,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,f
202051902,2020-07-22 17:55:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
202051902,2020-07-22 17:55:00+00,B2,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,t
202052824,2020-07-26 02:41:00+00,E13,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
202052824,2020-07-26 02:41:00+00,E13,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,t
202052816,2020-07-26 02:08:00+00,C11,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202052804,2020-07-26 01:58:00+00,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202052556,2020-07-25 00:15:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202053270,2020-07-27 20:06:00+00,B3,Non-Fatal,Female,Black or African American,Hispanic or Latinx,f
202053871,2020-07-29 23:10:35+00,C11,Fatal,Male,White,Hispanic or Latinx,f
202053863,2020-07-29 22:04:41+00,B3,Non-Fatal,Male,White,Hispanic or Latinx,f
202053909,2020-07-30 02:48:42+00,E13,Non-Fatal,Male,Black or African American,Hispanic or Latinx,f
202053920,2020-07-30 03:29:06+00,B2,Non-Fatal,Male,White,Hispanic or Latinx,f
202054954,2020-08-02 21:12:08+00,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202054637,2020-08-01 17:56:04+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202054726,2020-08-02 01:10:25+00,D4,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202054381,2020-07-31 19:40:14+00,E5,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202055359,2020-08-04 12:04:42+00,D4,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202055998,2020-08-06 21:12:00+00,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202056828,2020-08-09 02:01:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202056825,2020-08-09 01:24:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202056804,2020-08-08 23:05:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
202056804,2020-08-08 23:05:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
202057391,2020-08-11 02:33:00+00,C6,Non-Fatal,Male,Black or African American,Hispanic or Latinx,f
202057180,2020-08-10 13:20:00+00,E13,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202058784,2020-08-16 00:47:00+00,E18,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202058734,2020-08-15 20:55:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202058495,2020-08-14 22:06:00+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202060224,2020-08-21 00:04:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202060497,2020-08-21 11:40:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202060815,2020-08-23 02:10:00+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202061279,2020-08-24 20:02:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202061776,2020-08-26 16:21:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202061868,2020-08-26 22:43:00+00,C11,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202062150,2020-08-27 23:30:00+00,E18,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202062720,2020-08-30 02:40:00+00,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202062950,2020-08-30 22:42:00+00,A7,Non-Fatal,Male,Black or African American,Hispanic or Latinx,f
202062983,2020-08-31 00:42:00+00,E18,Non-Fatal,Male,Black or African American,Hispanic or Latinx,t
202062983,2020-08-31 00:42:00+00,E18,Non-Fatal,Male,White,Hispanic or Latinx,t
202062978,2020-08-31 00:27:00+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202064687,2020-09-05 17:29:39+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202064507,2020-09-04 23:13:29+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202064647,2020-09-05 14:20:37+00,E18,Non-Fatal,Male,White,Hispanic or Latinx,f
202064756,2020-09-05 20:56:43+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202064764,2020-09-05 22:21:58+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202064760,2020-09-05 22:29:48+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202064786,2020-09-06 00:01:49+00,E18,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202064795,2020-09-06 01:56:51+00,B2,Non-Fatal,Male,Black or African American,Hispanic or Latinx,f
202064913,2020-09-06 15:43:41+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202065181,2020-09-07 16:13:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202065268,2020-09-07 23:03:18+00,C6,Non-Fatal,Male,Black or African American,Hispanic or Latinx,f
202065280,2020-09-08 00:30:00+00,C11,Non-Fatal,Male,Black or African American,Hispanic or Latinx,f
202068185,2020-09-17 19:28:00+00,A15,Fatal,Male,Unknown,Unknown,t
202068185,2020-09-17 19:28:00+00,A15,Fatal,Male,Black or African American,Hispanic or Latinx,t
202069241,2020-09-21 20:08:00+00,E5,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202068459,2020-09-18 19:45:00+00,D4,Fatal,Male,Black or African American,Hispanic or Latinx,t
202068459,2020-09-18 19:45:00+00,D4,Non-Fatal,Male,White,Hispanic or Latinx,t
202068459,2020-09-18 19:45:00+00,D4,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
202068361,2020-09-18 14:15:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202068706,2020-09-18 19:24:00+00,D14,Non-Fatal,Male,Unknown,Unknown,f
202068747,2020-09-19 21:50:00+00,D4,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,f
202069497,2020-09-22 20:08:00+00,E18,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202069804,2020-09-23 22:16:00+00,E18,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202070078,2020-09-24 22:03:30+00,B2,Non-Fatal,Male,Black or African American,Hispanic or Latinx,f
202070114,2020-09-25 01:15:00+00,C6,Non-Fatal,Male,White,Hispanic or Latinx,f
202070693,2020-09-27 01:17:00+00,C11,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202070405,2020-09-26 01:15:00+00,B3,Non-Fatal,Male,White,Not Hispanic or Latinx,f
202071598,2020-09-29 23:00:00+00,E5,Non-Fatal,Male,White,Hispanic or Latinx,f
202071462,2020-09-29 14:50:00+00,B3,Non-Fatal,Male,Black or African American,Hispanic or Latinx,f
202072972,2020-10-04 20:23:00+00,E5,Non-Fatal,Male,Unknown,Unknown,f
202072660,2020-10-01 02:00:00+00,C11,Non-Fatal,Male,White,Not Hispanic or Latinx,f
202072285,2020-10-02 12:33:00+00,B3,Non-Fatal,Male,White,Hispanic or Latinx,f
202074518,2020-10-10 23:43:59+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202075514,2020-10-13 21:25:41+00,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202075740,2020-10-14 17:24:36+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202076328,2020-10-16 15:29:00+00,C11,Non-Fatal,Male,White,Hispanic or Latinx,f
202077480,2020-10-20 20:09:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202077762,2020-10-21 18:45:00+00,E13,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202078143,2020-10-22 22:52:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
202078143,2020-10-22 22:52:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
202078143,2020-10-22 22:52:00+00,B2,Non-Fatal,Female,Black or African American,Hispanic or Latinx,t
202078143,2020-10-22 22:52:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
202078749,2020-10-25 00:09:00+00,B2,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202078757,2020-10-25 01:29:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202078214,2020-10-23 10:23:00+00,B2,Non-Fatal,Male,White,Not Hispanic or Latinx,f
202079474,2020-10-27 14:46:00+00,B2,Non-Fatal,Male,Black or African American,Hispanic or Latinx,f
202079594,2020-10-27 21:33:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202080693,2020-11-01 02:29:00+00,E18,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202079520,2020-10-27 15:54:00+00,D4,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202081438,2020-11-04 03:20:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202081374,2020-11-03 19:30:00+00,C6,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202081301,2020-11-03 14:46:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
P200559783,2020-11-05 23:22:00+00,B2,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,f
202082464,2020-11-08 00:38:00+00,B3,Non-Fatal,Male,White,Hispanic or Latinx,t
202082464,2020-11-08 00:38:00+00,B3,Non-Fatal,Male,Black or African American,Hispanic or Latinx,t
202082464,2020-11-08 00:38:00+00,B3,Non-Fatal,Male,Unknown,Unknown,t
202082172,2020-11-06 23:00:00+00,E13,Fatal,Male,White,Hispanic or Latinx,t
202082172,2020-11-06 23:00:00+00,E13,Non-Fatal,Male,White,Hispanic or Latinx,t
202082172,2020-11-06 23:00:00+00,E13,Non-Fatal,Male,White,Hispanic or Latinx,t
202082690,2020-11-09 00:32:00+00,D14,Non-Fatal,Male,Unknown,Unknown,t
202082690,2020-11-09 00:32:00+00,D14,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
202082690,2020-11-09 00:32:00+00,D14,Non-Fatal,Male,White,Not Hispanic or Latinx,t
202082657,2020-11-08 21:42:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
202082657,2020-11-08 21:42:00+00,B3,Non-Fatal,Male,Unknown,Unknown,t
202082187,2020-11-07 00:37:00+00,C11,Non-Fatal,Male,Black or African American,Hispanic or Latinx,f
202082190,2020-11-07 00:57:00+00,B2,Non-Fatal,Male,Black or African American,Hispanic or Latinx,f
202082631,2020-11-08 19:30:00+00,B2,Non-Fatal,Female,Black or African American,Hispanic or Latinx,f
202084481,2020-11-15 22:04:00+00,E18,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202084756,2020-11-16 22:12:00+00,E18,Fatal,Male,White,Hispanic or Latinx,f
202086319,2020-11-22 20:15:00+00,E13,Non-Fatal,Female,Unknown,Unknown,f
202086079,2020-11-21 17:52:00+00,C11,Non-Fatal,Male,White,Hispanic or Latinx,f
202087123,2020-11-25 23:10:16+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202087271,2020-11-26 23:30:07+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202088035,2020-11-30 13:30:00+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202088466,2020-12-01 20:30:00+00,C11,Non-Fatal,Male,Black or African American,Hispanic or Latinx,f
202089065,2020-12-04 02:16:00+00,C11,Non-Fatal,Male,Unknown,Unknown,f
202089501,2020-12-05 19:46:00+00,B3,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,f
202089435,2020-12-05 14:40:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202089242,2020-12-04 17:14:00+00,A7,Non-Fatal,Male,White,Not Hispanic or Latinx,f
202090270,2020-12-09 03:04:00+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202090503,2020-12-09 23:39:00+00,E18,Non-Fatal,Male,Black or African American,Hispanic or Latinx,f
202090764,2020-12-10 22:21:12+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202090771,2020-12-11 00:43:08+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202091439,2020-12-13 19:30:06+00,E18,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202092123,2020-12-16 16:33:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202093583,2020-12-22 18:38:00+00,E5,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
202093583,2020-12-22 18:38:00+00,E5,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
202094487,2020-12-27 01:48:19+00,B3,Non-Fatal,Male,White,Hispanic or Latinx,f
212000179,2021-01-01 17:37:00+00,B2,Non-Fatal,Female,Black or African American,Hispanic or Latinx,f
212000130,2021-01-01 12:47:00+00,E18,Non-Fatal,Male,Black or African American,Hispanic or Latinx,f
212000047,2021-01-01 04:42:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
212001090,2021-01-06 12:26:00+00,B3,Fatal,Male,Black or African American,Hispanic or Latinx,f
212003106,2021-01-14 21:13:00+00,C11,Non-Fatal,Male,Black or African American,Hispanic or Latinx,f
212003327,2021-01-15 18:47:00+00,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
212003704,2021-01-17 18:15:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
212004677,2021-01-22 12:30:00+00,C11,Fatal,Female,Black or African American,Not Hispanic or Latinx,f
212007684,2021-02-04 22:03:00+00,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
212008158,2021-02-06 22:48:00+00,E13,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
212009008,2021-02-10 20:48:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
212009034,2021-02-11 00:15:00+00,D4,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
212009692,2021-02-13 19:30:00+00,E13,Non-Fatal,Male,Unknown,Unknown,f
212011290,2021-02-21 02:40:00+00,E18,Non-Fatal,Male,Black or African American,Hispanic or Latinx,f
212011355,2021-02-21 14:06:00+00,B2,Non-Fatal,Male,White,Hispanic or Latinx,f
212012349,2021-02-25 18:22:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
